일자,시간,권역,전력거래량
2023-04-16,11:00:00,동부,220.3976741
2023-04-16,12:00:00,동부,233.91330950000003
2023-04-16,13:00:00,동부,239.1946309
2023-04-16,14:00:00,동부,236.598985
2023-04-16,15:00:00,동부,230.207368
2023-04-16,16:00:00,동부,225.51869440000002
2023-04-16,17:00:00,동부,210.5075146
2023-04-16,18:00:00,동부,211.8371393
2023-04-16,19:00:00,동부,254.8602488
2023-04-16,20:00:00,동부,267.5884347
2023-04-16,21:00:00,동부,264.6099443
2023-04-16,22:00:00,동부,259.9600316
2023-04-16,23:00:00,동부,236.2405332
2023-04-17,00:00:00,동부,192.5978435
2023-04-16,01:00:00,수도권,36.437088
2023-04-16,02:00:00,수도권,36.065609
2023-04-16,03:00:00,수도권,37.8431156
2023-04-16,04:00:00,수도권,37.1412104
2023-04-16,05:00:00,수도권,38.028843
2023-04-16,06:00:00,수도권,38.3356152
2023-04-16,07:00:00,수도권,37.5345779
2023-04-16,08:00:00,수도권,40.9570869
2023-04-16,09:00:00,수도권,42.9831322
2023-04-16,10:00:00,수도권,43.001281
2023-04-16,11:00:00,수도권,42.9087221
2023-04-16,12:00:00,수도권,43.0872993
2023-04-16,13:00:00,수도권,38.7531018
2023-04-16,14:00:00,수도권,37.5335019
2023-04-16,15:00:00,수도권,38.3432674
2023-04-16,16:00:00,수도권,37.272583
2023-04-16,17:00:00,수도권,39.770750500000005
2023-04-16,18:00:00,수도권,40.2141484
2023-04-16,19:00:00,수도권,34.4837914
2023-04-16,20:00:00,수도권,34.049531
2023-04-16,21:00:00,수도권,33.9913091
2023-04-16,22:00:00,수도권,34.035378200000004
2023-04-16,23:00:00,수도권,34.064808299999996
2023-04-17,00:00:00,수도권,34.1140508
2023-04-16,01:00:00,중부,0.6481472
2023-04-16,02:00:00,중부,0.6482436
2023-04-16,03:00:00,중부,0.6482436
2023-04-16,04:00:00,중부,1.198437
2023-04-16,05:00:00,중부,3.8480936
2023-04-16,06:00:00,중부,5.026562
2023-04-16,07:00:00,중부,5.021302
2023-04-16,08:00:00,중부,5.0372801
2023-04-16,09:00:00,중부,5.0859321
2023-04-16,10:00:00,중부,5.1902343
2023-04-16,11:00:00,중부,5.626015499999999
2023-04-16,12:00:00,중부,5.9949102000000005
2023-04-16,13:00:00,중부,6.1087891
2023-04-16,14:00:00,중부,6.1682175
2023-04-16,15:00:00,중부,6.0760631
2023-04-16,16:00:00,중부,5.8909546
2023-04-16,17:00:00,중부,5.6446135
2023-04-16,18:00:00,중부,5.3462130000000005
2023-04-16,19:00:00,중부,5.1317257
2023-04-16,20:00:00,중부,5.0757416
2023-04-16,21:00:00,중부,3.4535717
2023-04-16,22:00:00,중부,0.6927419
2023-04-16,23:00:00,중부,0.6926693
2023-04-17,00:00:00,중부,0.6925008
2023-04-16,01:00:00,남부,306.56860489999997
2023-04-16,02:00:00,남부,306.5679012
2023-04-16,03:00:00,남부,306.5379282
2023-04-16,04:00:00,남부,306.4023934
2023-04-16,05:00:00,남부,306.3511004
2023-04-16,06:00:00,남부,308.1546401
2023-04-16,07:00:00,남부,328.61182279999997
2023-04-16,08:00:00,남부,379.12899219999997
2023-04-16,09:00:00,남부,428.98714010000003
2023-04-16,10:00:00,남부,451.3200768
2023-04-16,11:00:00,남부,469.10917120000005
2023-04-16,12:00:00,남부,470.5427315
2023-04-16,13:00:00,남부,421.3433693
2023-04-16,14:00:00,남부,314.3644629
2023-04-16,15:00:00,남부,313.6198136
2023-04-16,16:00:00,남부,314.2304864
2023-04-16,17:00:00,남부,349.1820138
2023-04-16,18:00:00,남부,396.7949218
2023-04-16,19:00:00,남부,452.1909279
2023-04-16,20:00:00,남부,462.8570652
2023-04-16,21:00:00,남부,463.07719710000003
2023-04-16,22:00:00,남부,448.1893486
2023-04-16,23:00:00,남부,423.3286212
2023-04-17,00:00:00,남부,402.0283655
2023-04-17,01:00:00,동부,170.0492796
2023-04-17,02:00:00,동부,167.03462150000001
2023-04-17,03:00:00,동부,165.4439363
2023-04-17,04:00:00,동부,164.08389540000002
2023-04-17,05:00:00,동부,165.0010272
2023-04-17,06:00:00,동부,164.5346274
2023-04-17,07:00:00,동부,166.6593087
2023-04-17,08:00:00,동부,173.07811329999998
2023-04-17,09:00:00,동부,177.9406988
2023-04-17,10:00:00,동부,211.3952637
2023-04-17,11:00:00,동부,229.61155349999999
2023-04-17,12:00:00,동부,220.15106839999999
2023-04-17,13:00:00,동부,223.1364168
2023-04-17,14:00:00,동부,227.9614735
2023-04-17,15:00:00,동부,224.67531250000002
2023-04-17,16:00:00,동부,207.0813453
2023-04-17,17:00:00,동부,183.7107899
2023-04-17,18:00:00,동부,197.81972209999998
2023-04-17,19:00:00,동부,197.9648506
2023-04-17,20:00:00,동부,199.65981879999998
2023-04-17,21:00:00,동부,187.1294343
2023-04-17,22:00:00,동부,180.452501
2023-04-17,23:00:00,동부,178.2079671
2023-04-18,00:00:00,동부,176.18444440000002
2023-04-17,01:00:00,수도권,34.052692
2023-04-17,02:00:00,수도권,34.043900300000004
2023-04-17,03:00:00,수도권,34.0647399
2023-04-17,04:00:00,수도권,34.0710921
2023-04-17,05:00:00,수도권,33.9926077
2023-04-17,06:00:00,수도권,34.0503784
2023-04-17,07:00:00,수도권,34.0767065
2023-04-17,08:00:00,수도권,34.2583346
2023-04-17,09:00:00,수도권,34.6262049
2023-04-17,10:00:00,수도권,35.346027199999995
2023-04-17,11:00:00,수도권,40.5014497
2023-04-17,12:00:00,수도권,38.7797805
2023-04-17,13:00:00,수도권,38.3777826
2023-04-17,14:00:00,수도권,38.656615
2023-04-17,15:00:00,수도권,38.7463902
2023-04-17,16:00:00,수도권,40.5768084
2023-04-17,17:00:00,수도권,37.124667099999996
2023-04-17,18:00:00,수도권,35.1013113
2023-04-17,19:00:00,수도권,34.3100625
2023-04-17,20:00:00,수도권,34.210509200000004
2023-04-17,21:00:00,수도권,34.2856993
2023-04-17,22:00:00,수도권,34.3331092
2023-04-17,23:00:00,수도권,34.3431627
2023-04-18,00:00:00,수도권,34.2380942
2023-04-17,01:00:00,중부,0.6929103
2023-04-17,02:00:00,중부,0.6924526
2023-04-17,03:00:00,중부,0.6928620999999999
2023-04-17,04:00:00,중부,0.6926937
2023-04-17,05:00:00,중부,0.6929103
2023-04-17,06:00:00,중부,0.6929822999999999
2023-04-17,07:00:00,중부,0.717758
2023-04-17,08:00:00,중부,0.8568531
2023-04-17,09:00:00,중부,1.1083796
2023-04-17,10:00:00,중부,1.3796129000000001
2023-04-17,11:00:00,중부,1.6036533
2023-04-17,12:00:00,중부,1.7682264
2023-04-17,13:00:00,중부,1.8080138000000001
2023-04-17,14:00:00,중부,1.7769819999999998
2023-04-17,15:00:00,중부,1.6573810999999998
2023-04-17,16:00:00,중부,1.4332232
2023-04-17,17:00:00,중부,1.2112371
2023-04-17,18:00:00,중부,0.9485091999999999
2023-04-17,19:00:00,중부,0.7483271
2023-04-17,20:00:00,중부,0.6926097
2023-04-17,21:00:00,중부,0.6926699000000001
2023-04-17,22:00:00,중부,0.6925253
2023-04-17,23:00:00,중부,0.6928383
2023-04-18,00:00:00,중부,0.6925735000000001
2023-04-17,01:00:00,남부,341.1279348
2023-04-17,02:00:00,남부,305.5361122
2023-04-17,03:00:00,남부,305.7016682
2023-04-17,04:00:00,남부,305.53312999999997
2023-04-17,05:00:00,남부,305.5038919
2023-04-17,06:00:00,남부,305.4198128
2023-04-17,07:00:00,남부,305.956953
2023-04-17,08:00:00,남부,307.4629407
2023-04-17,09:00:00,남부,309.2932256
2023-04-17,10:00:00,남부,310.8546979
2023-04-17,11:00:00,남부,311.7960206
2023-04-17,12:00:00,남부,312.8012099
2023-04-17,13:00:00,남부,313.0560405
2023-04-17,14:00:00,남부,317.45862619999997
2023-04-17,15:00:00,남부,352.035401
2023-04-17,16:00:00,남부,392.560182
2023-04-17,17:00:00,남부,431.7514695
2023-04-17,18:00:00,남부,449.32750640000006
2023-04-17,19:00:00,남부,462.23307400000004
2023-04-17,20:00:00,남부,461.81278629999997
2023-04-17,21:00:00,남부,461.45699699999994
2023-04-17,22:00:00,남부,461.54049990000004
2023-04-17,23:00:00,남부,461.5807513
2023-04-18,00:00:00,남부,452.5488692
2023-04-18,01:00:00,동부,167.1788738
2023-04-18,02:00:00,동부,166.96566479999998
2023-04-18,03:00:00,동부,167.3980566
2023-04-18,04:00:00,동부,168.0804222
2023-04-18,05:00:00,동부,168.3122962
2023-04-18,06:00:00,동부,167.7280666
2023-04-18,07:00:00,동부,168.4403148
2023-04-18,08:00:00,동부,174.57833720000002
2023-04-18,09:00:00,동부,185.0912288
2023-04-18,10:00:00,동부,205.12542090000002
2023-04-18,11:00:00,동부,217.22357229999997
2023-04-18,12:00:00,동부,222.29624560000002
2023-04-18,13:00:00,동부,215.43842840000002
2023-04-18,14:00:00,동부,207.38104429999999
2023-04-18,15:00:00,동부,202.4373458
2023-04-18,16:00:00,동부,191.3275822
2023-04-18,17:00:00,동부,167.2337095
2023-04-18,18:00:00,동부,187.31478620000001
2023-04-18,19:00:00,동부,213.59942569999998
2023-04-18,20:00:00,동부,226.24906810000002
2023-04-18,21:00:00,동부,225.5127352
2023-04-18,22:00:00,동부,226.1940884
2023-04-18,23:00:00,동부,231.0303652
2023-04-19,00:00:00,동부,185.7565646
2023-04-18,01:00:00,수도권,34.357690500000004
2023-04-18,02:00:00,수도권,34.366694
2023-04-18,03:00:00,수도권,34.3707167
2023-04-18,04:00:00,수도권,34.3378971
2023-04-18,05:00:00,수도권,34.335701
2023-04-18,06:00:00,수도권,34.274535400000005
2023-04-18,07:00:00,수도권,34.3941945
2023-04-18,08:00:00,수도권,34.471671
2023-04-18,09:00:00,수도권,34.9148618
2023-04-18,10:00:00,수도권,35.2812481
2023-04-18,11:00:00,수도권,35.5082714
2023-04-18,12:00:00,수도권,35.7843924
2023-04-18,13:00:00,수도권,35.8117335
2023-04-18,14:00:00,수도권,35.8608849
2023-04-18,15:00:00,수도권,35.8402332
2023-04-18,16:00:00,수도권,35.6513552
2023-04-18,17:00:00,수도권,35.3327991
2023-04-18,18:00:00,수도권,35.0159867
2023-04-18,19:00:00,수도권,34.8248317
2023-04-18,20:00:00,수도권,34.690473100000006
2023-04-18,21:00:00,수도권,34.650898999999995
2023-04-18,22:00:00,수도권,34.7057578
2023-04-18,23:00:00,수도권,34.6363414
2023-04-19,00:00:00,수도권,34.5693323
2023-04-18,01:00:00,중부,0.6928620999999999
2023-04-18,02:00:00,중부,0.6926455
2023-04-18,03:00:00,중부,0.6926937
2023-04-18,04:00:00,중부,0.6927419
2023-04-18,05:00:00,중부,0.6930067
2023-04-18,06:00:00,중부,0.6929585
2023-04-18,07:00:00,중부,0.7282942
2023-04-18,08:00:00,중부,0.8986117
2023-04-18,09:00:00,중부,1.1638444
2023-04-18,10:00:00,중부,1.4236711
2023-04-18,11:00:00,중부,1.5933015
2023-04-18,12:00:00,중부,1.7020604
2023-04-18,13:00:00,중부,1.7799622
2023-04-18,14:00:00,중부,1.7469194000000001
2023-04-18,15:00:00,중부,1.651174
2023-04-18,16:00:00,중부,1.4937568
2023-04-18,17:00:00,중부,1.2543656
2023-04-18,18:00:00,중부,0.9655539
2023-04-18,19:00:00,중부,0.7506752
2023-04-18,20:00:00,중부,0.6925745
2023-04-18,21:00:00,중부,0.6922121999999999
2023-04-18,22:00:00,중부,0.6926455
2023-04-18,23:00:00,중부,0.6924771
2023-04-19,00:00:00,중부,0.6925008
2023-04-18,01:00:00,남부,383.9433533
2023-04-18,02:00:00,남부,316.945779
2023-04-18,03:00:00,남부,304.61666260000004
2023-04-18,04:00:00,남부,304.6068047
2023-04-18,05:00:00,남부,304.58394039999996
2023-04-18,06:00:00,남부,304.5286815
2023-04-18,07:00:00,남부,304.9540771
2023-04-18,08:00:00,남부,306.4144085
2023-04-18,09:00:00,남부,308.5249657
2023-04-18,10:00:00,남부,310.3988129
2023-04-18,11:00:00,남부,311.6532764
2023-04-18,12:00:00,남부,312.5203051
2023-04-18,13:00:00,남부,314.51653350000004
2023-04-18,14:00:00,남부,345.1844516
2023-04-18,15:00:00,남부,420.98622050000006
2023-04-18,16:00:00,남부,477.8615489
2023-04-18,17:00:00,남부,478.13999889999997
2023-04-18,18:00:00,남부,477.0099325
2023-04-18,19:00:00,남부,462.95464460000005
2023-04-18,20:00:00,남부,461.4193628
2023-04-18,21:00:00,남부,460.6072832
2023-04-18,22:00:00,남부,460.3597624
2023-04-18,23:00:00,남부,426.5804341
2023-04-19,00:00:00,남부,421.52246349999996
2023-04-19,01:00:00,동부,181.695296
2023-04-19,02:00:00,동부,182.39699290000001
2023-04-19,03:00:00,동부,183.85586080000002
2023-04-19,04:00:00,동부,184.87638710000002
2023-04-19,05:00:00,동부,181.87113730000002
2023-04-19,06:00:00,동부,182.5444663
2023-04-19,07:00:00,동부,182.9083819
2023-04-19,08:00:00,동부,189.0463297
2023-04-19,09:00:00,동부,198.7546264
2023-04-19,10:00:00,동부,219.8169903
2023-04-19,11:00:00,동부,231.88468840000002
2023-04-19,12:00:00,동부,223.5270415
2023-04-19,13:00:00,동부,207.2091629
2023-04-19,14:00:00,동부,225.3544851
2023-04-19,15:00:00,동부,219.1074338
2023-04-19,16:00:00,동부,209.8551253
2023-04-19,17:00:00,동부,187.0842096
2023-04-19,18:00:00,동부,191.2695277
2023-04-19,19:00:00,동부,200.5069505
2023-04-19,20:00:00,동부,200.7929402
2023-04-19,21:00:00,동부,200.36956709999998
2023-04-19,22:00:00,동부,210.10986480000003
2023-04-19,23:00:00,동부,227.9189197
2023-04-20,00:00:00,동부,205.4657921
2023-04-19,01:00:00,수도권,34.5549621
2023-04-19,02:00:00,수도권,34.4803882
2023-04-19,03:00:00,수도권,34.501763999999994
2023-04-19,04:00:00,수도권,34.5517782
2023-04-19,05:00:00,수도권,34.5485794
2023-04-19,06:00:00,수도권,34.4984542
2023-04-19,07:00:00,수도권,34.4831316
2023-04-19,08:00:00,수도권,34.7362258
2023-04-19,09:00:00,수도권,35.1719473
2023-04-19,10:00:00,수도권,35.798649
2023-04-19,11:00:00,수도권,39.121100999999996
2023-04-19,12:00:00,수도권,42.9786706
2023-04-19,13:00:00,수도권,40.7256618
2023-04-19,14:00:00,수도권,39.3386351
2023-04-19,15:00:00,수도권,41.0909327
2023-04-19,16:00:00,수도권,38.7794145
2023-04-19,17:00:00,수도권,37.6632701
2023-04-19,18:00:00,수도권,38.8563741
2023-04-19,19:00:00,수도권,38.5577471
2023-04-19,20:00:00,수도권,41.4520537
2023-04-19,21:00:00,수도권,42.348446100000004
2023-04-19,22:00:00,수도권,40.8284041
2023-04-19,23:00:00,수도권,40.116245199999994
2023-04-20,00:00:00,수도권,40.9534647
2023-04-19,01:00:00,중부,0.6925973
2023-04-19,02:00:00,중부,0.6925973
2023-04-19,03:00:00,중부,0.6928865
2023-04-19,04:00:00,중부,0.6926699000000001
2023-04-19,05:00:00,중부,0.6931514
2023-04-19,06:00:00,중부,0.6931752
2023-04-19,07:00:00,중부,0.7295749
2023-04-19,08:00:00,중부,0.9111313000000001
2023-04-19,09:00:00,중부,1.1851237
2023-04-19,10:00:00,중부,2.0655047
2023-04-19,11:00:00,중부,5.1430541
2023-04-19,12:00:00,중부,6.0990994999999995
2023-04-19,13:00:00,중부,6.0978547
2023-04-19,14:00:00,중부,6.0929127
2023-04-19,15:00:00,중부,5.991946
2023-04-19,16:00:00,중부,5.8233081
2023-04-19,17:00:00,중부,5.522152
2023-04-19,18:00:00,중부,5.2868292
2023-04-19,19:00:00,중부,5.119430100000001
2023-04-19,20:00:00,중부,5.0739973
2023-04-19,21:00:00,중부,5.0749382
2023-04-19,22:00:00,중부,5.0748294000000005
2023-04-19,23:00:00,중부,5.074199800000001
2023-04-20,00:00:00,중부,3.4587955
2023-04-19,01:00:00,남부,385.8133039
2023-04-19,02:00:00,남부,315.98344710000003
2023-04-19,03:00:00,남부,303.7089558
2023-04-19,04:00:00,남부,303.6637387
2023-04-19,05:00:00,남부,303.73993260000003
2023-04-19,06:00:00,남부,303.6751588
2023-04-19,07:00:00,남부,304.1935715
2023-04-19,08:00:00,남부,305.64417910000003
2023-04-19,09:00:00,남부,307.7894412
2023-04-19,10:00:00,남부,309.7923746
2023-04-19,11:00:00,남부,311.0405951
2023-04-19,12:00:00,남부,311.70941389999996
2023-04-19,13:00:00,남부,311.8818514
2023-04-19,14:00:00,남부,318.3877939
2023-04-19,15:00:00,남부,370.9028488
2023-04-19,16:00:00,남부,431.4126115
2023-04-19,17:00:00,남부,450.3200936
2023-04-19,18:00:00,남부,462.1402591
2023-04-19,19:00:00,남부,460.7833917
2023-04-19,20:00:00,남부,460.271278
2023-04-19,21:00:00,남부,460.2781093
2023-04-19,22:00:00,남부,439.2326565
2023-04-19,23:00:00,남부,420.4078743
2023-04-20,00:00:00,남부,420.72142329999997
2023-04-20,01:00:00,동부,162.1481224
2023-04-20,02:00:00,동부,132.87449180000002
2023-04-20,03:00:00,동부,106.50861139999999
2023-04-20,04:00:00,동부,94.4536741
2023-04-20,05:00:00,동부,94.4680535
2023-04-20,06:00:00,동부,93.3019513
2023-04-20,07:00:00,동부,93.4345251
2023-04-20,08:00:00,동부,96.6332699
2023-04-20,09:00:00,동부,100.0882207
2023-04-20,10:00:00,동부,106.90700380000001
2023-04-20,11:00:00,동부,106.98102980000002
2023-04-20,12:00:00,동부,108.0258848
2023-04-20,13:00:00,동부,103.0687731
2023-04-20,14:00:00,동부,104.2930021
2023-04-20,15:00:00,동부,113.92384150000001
2023-04-20,16:00:00,동부,110.6341655
2023-04-20,17:00:00,동부,110.51390280000001
2023-04-20,18:00:00,동부,110.84750030000001
2023-04-20,19:00:00,동부,125.8743021
2023-04-20,20:00:00,동부,122.66431379999999
2023-04-20,21:00:00,동부,121.2543971
2023-04-20,22:00:00,동부,118.83435469999999
2023-04-20,23:00:00,동부,119.6289788
2023-04-21,00:00:00,동부,116.47266549999999
2023-04-20,01:00:00,수도권,40.7277991
2023-04-20,02:00:00,수도권,39.3168745
2023-04-20,03:00:00,수도권,39.609566799999996
2023-04-20,04:00:00,수도권,40.6184212
2023-04-20,05:00:00,수도권,39.670627100000004
2023-04-20,06:00:00,수도권,39.2664487
2023-04-20,07:00:00,수도권,37.9887806
2023-04-20,08:00:00,수도권,36.6845228
2023-04-20,09:00:00,수도권,38.48347
2023-04-20,10:00:00,수도권,42.8639718
2023-04-20,11:00:00,수도권,42.871893
2023-04-20,12:00:00,수도권,46.1508891
2023-04-20,13:00:00,수도권,42.6172588
2023-04-20,14:00:00,수도권,42.4965062
2023-04-20,15:00:00,수도권,42.363664799999995
2023-04-20,16:00:00,수도권,42.3255573
2023-04-20,17:00:00,수도권,41.7856241
2023-04-20,18:00:00,수도권,40.985157099999995
2023-04-20,19:00:00,수도권,40.5907893
2023-04-20,20:00:00,수도권,40.4756724
2023-04-20,21:00:00,수도권,39.7770176
2023-04-20,22:00:00,수도권,36.5064608
2023-04-20,23:00:00,수도권,37.1051355
2023-04-21,00:00:00,수도권,37.4898662
2023-04-20,01:00:00,중부,0.6925491
2023-04-20,02:00:00,중부,0.6927657
2023-04-20,03:00:00,중부,0.6925728
2023-04-20,04:00:00,중부,0.6927413
2023-04-20,05:00:00,중부,0.6925973
2023-04-20,06:00:00,중부,0.6928139
2023-04-20,07:00:00,중부,0.6959068
2023-04-20,08:00:00,중부,0.7019846000000001
2023-04-20,09:00:00,중부,0.7411409
2023-04-20,10:00:00,중부,0.8003959
2023-04-20,11:00:00,중부,0.8139295000000001
2023-04-20,12:00:00,중부,0.9220356000000001
2023-04-20,13:00:00,중부,0.8766199
2023-04-20,14:00:00,중부,0.8559585000000001
2023-04-20,15:00:00,중부,0.8141171999999999
2023-04-20,16:00:00,중부,0.7581605
2023-04-20,17:00:00,중부,0.7390124
2023-04-20,18:00:00,중부,0.7115932
2023-04-20,19:00:00,중부,0.6939228
2023-04-20,20:00:00,중부,0.6929103
2023-04-20,21:00:00,중부,0.6927419
2023-04-20,22:00:00,중부,0.6931996
2023-04-20,23:00:00,중부,0.6927419
2023-04-21,00:00:00,중부,0.6930312
2023-04-20,01:00:00,남부,399.0498756
2023-04-20,02:00:00,남부,360.1721334
2023-04-20,03:00:00,남부,342.1199166
2023-04-20,04:00:00,남부,341.8395976
2023-04-20,05:00:00,남부,341.7474671
2023-04-20,06:00:00,남부,341.7494656
2023-04-20,07:00:00,남부,342.4108357
2023-04-20,08:00:00,남부,342.97292200000004
2023-04-20,09:00:00,남부,343.0822251
2023-04-20,10:00:00,남부,342.6995731
2023-04-20,11:00:00,남부,349.9803524
2023-04-20,12:00:00,남부,381.4190728
2023-04-20,13:00:00,남부,381.5774963
2023-04-20,14:00:00,남부,380.15212379999997
2023-04-20,15:00:00,남부,342.8484796
2023-04-20,16:00:00,남부,342.2131069
2023-04-20,17:00:00,남부,342.0153984
2023-04-20,18:00:00,남부,341.7593986
2023-04-20,19:00:00,남부,341.5951367
2023-04-20,20:00:00,남부,341.4627464
2023-04-20,21:00:00,남부,338.2049082
2023-04-20,22:00:00,남부,302.1449421
2023-04-20,23:00:00,남부,302.2762491
2023-04-21,00:00:00,남부,302.2154387
2023-04-21,01:00:00,동부,117.05956060000001
2023-04-21,02:00:00,동부,105.6883182
2023-04-21,03:00:00,동부,107.81804050000001
2023-04-21,04:00:00,동부,107.8489284
2023-04-21,05:00:00,동부,108.8787135
2023-04-21,06:00:00,동부,109.9579847
2023-04-21,07:00:00,동부,112.0852905
2023-04-21,08:00:00,동부,115.9925365
2023-04-21,09:00:00,동부,120.2263138
2023-04-21,10:00:00,동부,122.5857683
2023-04-21,11:00:00,동부,124.1197394
2023-04-21,12:00:00,동부,125.285796
2023-04-21,13:00:00,동부,121.777228
2023-04-21,14:00:00,동부,117.8278454
2023-04-21,15:00:00,동부,117.7059556
2023-04-21,16:00:00,동부,118.15199070000001
2023-04-21,17:00:00,동부,137.5433121
2023-04-21,18:00:00,동부,149.3300591
2023-04-21,19:00:00,동부,157.1561183
2023-04-21,20:00:00,동부,152.85005189999998
2023-04-21,21:00:00,동부,131.1578718
2023-04-21,22:00:00,동부,111.8993833
2023-04-21,23:00:00,동부,108.81180690000001
2023-04-22,00:00:00,동부,109.88041530000001
2023-04-21,01:00:00,수도권,36.8687094
2023-04-21,02:00:00,수도권,37.2036608
2023-04-21,03:00:00,수도권,36.399691000000004
2023-04-21,04:00:00,수도권,37.642363
2023-04-21,05:00:00,수도권,36.660863
2023-04-21,06:00:00,수도권,37.301095600000004
2023-04-21,07:00:00,수도권,36.8201474
2023-04-21,08:00:00,수도권,40.9890112
2023-04-21,09:00:00,수도권,49.7502226
2023-04-21,10:00:00,수도권,73.3665446
2023-04-21,11:00:00,수도권,74.7478207
2023-04-21,12:00:00,수도권,71.99531640000001
2023-04-21,13:00:00,수도권,72.0406335
2023-04-21,14:00:00,수도권,73.3345285
2023-04-21,15:00:00,수도권,71.61135829999999
2023-04-21,16:00:00,수도권,71.6358978
2023-04-21,17:00:00,수도권,54.826812
2023-04-21,18:00:00,수도권,40.2215823
2023-04-21,19:00:00,수도권,41.4506353
2023-04-21,20:00:00,수도권,38.732930800000005
2023-04-21,21:00:00,수도권,38.001833399999995
2023-04-21,22:00:00,수도권,36.6891045
2023-04-21,23:00:00,수도권,38.096979399999995
2023-04-22,00:00:00,수도권,40.3661696
2023-04-21,01:00:00,중부,0.6927175
2023-04-21,02:00:00,중부,0.6925728
2023-04-21,03:00:00,중부,0.6928139
2023-04-21,04:00:00,중부,0.6926211
2023-04-21,05:00:00,중부,0.6925491
2023-04-21,06:00:00,중부,0.6925973
2023-04-21,07:00:00,중부,0.6939086999999999
2023-04-21,08:00:00,중부,0.7172136
2023-04-21,09:00:00,중부,0.7757768
2023-04-21,10:00:00,중부,0.7806946
2023-04-21,11:00:00,중부,0.8281385
2023-04-21,12:00:00,중부,0.9280609999999999
2023-04-21,13:00:00,중부,1.0497067
2023-04-21,14:00:00,중부,0.8647072
2023-04-21,15:00:00,중부,0.7967581
2023-04-21,16:00:00,중부,0.7925964999999999
2023-04-21,17:00:00,중부,0.823565
2023-04-21,18:00:00,중부,0.7740142999999999
2023-04-21,19:00:00,중부,0.7112333
2023-04-21,20:00:00,중부,0.692455
2023-04-21,21:00:00,중부,0.6925973
2023-04-21,22:00:00,중부,0.6926455
2023-04-21,23:00:00,중부,0.6925973
2023-04-22,00:00:00,중부,0.6925491
2023-04-21,01:00:00,남부,302.0997342
2023-04-21,02:00:00,남부,301.9764676
2023-04-21,03:00:00,남부,301.9615366
2023-04-21,04:00:00,남부,301.9336667
2023-04-21,05:00:00,남부,302.009918
2023-04-21,06:00:00,남부,301.8358279
2023-04-21,07:00:00,남부,301.8285804
2023-04-21,08:00:00,남부,302.0890046
2023-04-21,09:00:00,남부,302.2936704
2023-04-21,10:00:00,남부,302.5233119
2023-04-21,11:00:00,남부,302.5685186
2023-04-21,12:00:00,남부,302.98567349999996
2023-04-21,13:00:00,남부,303.1462143
2023-04-21,14:00:00,남부,303.33083109999995
2023-04-21,15:00:00,남부,302.718351
2023-04-21,16:00:00,남부,302.83524
2023-04-21,17:00:00,남부,302.6836621
2023-04-21,18:00:00,남부,302.2707375
2023-04-21,19:00:00,남부,301.92743770000004
2023-04-21,20:00:00,남부,301.55783499999995
2023-04-21,21:00:00,남부,301.55020460000003
2023-04-21,22:00:00,남부,301.3512784
2023-04-21,23:00:00,남부,301.6132373
2023-04-22,00:00:00,남부,301.8174692
2023-04-22,01:00:00,동부,111.341409
2023-04-22,02:00:00,동부,109.80092219999999
2023-04-22,03:00:00,동부,108.0371588
2023-04-22,04:00:00,동부,107.3660819
2023-04-22,05:00:00,동부,108.0850247
2023-04-22,06:00:00,동부,107.2498306
2023-04-22,07:00:00,동부,109.2736691
2023-04-22,08:00:00,동부,112.0942732
2023-04-22,09:00:00,동부,117.74318869999999
2023-04-22,10:00:00,동부,123.1955246
2023-04-22,11:00:00,동부,125.129379
2023-04-22,12:00:00,동부,126.66978280000001
2023-04-22,13:00:00,동부,129.2375197
2023-04-22,14:00:00,동부,130.5493248
2023-04-22,15:00:00,동부,129.60704579999998
2023-04-22,16:00:00,동부,127.1472194
2023-04-22,17:00:00,동부,117.3457344
2023-04-22,18:00:00,동부,142.77838409999998
2023-04-22,19:00:00,동부,170.90844520000002
2023-04-22,20:00:00,동부,172.88245569999998
2023-04-22,21:00:00,동부,148.7918846
2023-04-22,22:00:00,동부,107.9964099
2023-04-22,23:00:00,동부,97.289706
2023-04-23,00:00:00,동부,103.0004501
2023-04-22,01:00:00,수도권,38.7426058
2023-04-22,02:00:00,수도권,37.3166554
2023-04-22,03:00:00,수도권,36.414480600000005
2023-04-22,04:00:00,수도권,36.420248199999996
2023-04-22,05:00:00,수도권,36.434283
2023-04-22,06:00:00,수도권,38.0986716
2023-04-22,07:00:00,수도권,40.1322641
2023-04-22,08:00:00,수도권,40.792044399999995
2023-04-22,09:00:00,수도권,42.9760792
2023-04-22,10:00:00,수도권,43.1975978
2023-04-22,11:00:00,수도권,42.8946524
2023-04-22,12:00:00,수도권,42.8500703
2023-04-22,13:00:00,수도권,40.8885513
2023-04-22,14:00:00,수도권,40.8272752
2023-04-22,15:00:00,수도권,41.8372374
2023-04-22,16:00:00,수도권,42.3475686
2023-04-22,17:00:00,수도권,42.1058552
2023-04-22,18:00:00,수도권,41.1973087
2023-04-22,19:00:00,수도권,45.8462533
2023-04-22,20:00:00,수도권,60.5308499
2023-04-22,21:00:00,수도권,70.4467162
2023-04-22,22:00:00,수도권,73.1887505
2023-04-22,23:00:00,수도권,69.9851617
2023-04-23,00:00:00,수도권,70.2057953
2023-04-22,01:00:00,중부,0.6927419
